Unnamed: 0,Coord 1,Coord 2,Coord 3
4-2-1-62848-4-2018-03-06T18-35-14-404,0.14070890233783662,-0.044827830754334774,0.07693047014751904
4-2-1-62848-4-2018-03-06T22-00-25-596,0.16644446903786325,0.02981840930405803,0.022470324390337124
4-2-1-62848-5-2018-03-27T04-19-16-330,0.030708149971189043,0.020337153495025025,0.0871105261916206
4-2-1-62848-5-2018-03-09T14-46-30-577,-0.034527056714812376,-0.12735651636703807,-0.07661083515910491
4-2-1-62848-4-2018-03-06T22-43-38-756,0.10569074827382599,0.32257429537980514,-0.03307004208506697
4-2-2-63454-5-2018-03-28T16-21-21-1260,-0.05469989917710548,-0.05487389656217668,-0.04778728648955128
4-2-1-62848-4-2018-03-06T23-13-08-886,0.1051888698270011,0.33924745227617553,-0.032531998603114766
4-2-1-62848-5-2018-03-09T14-59-17-585,0.012776634780833122,-0.052242002908041575,-0.021477551802382994
4-2-1-62848-5-2018-03-09T15-03-58-430,-0.008015726690219889,-0.08251049824299704,0.02682120239744795
4-2-2-63454-5-2018-03-28T16-40-06-564,0.004308090764385637,0.015179181804057784,-0.0046393415159799445
4-2-1-62848-4-2018-03-06T23-14-04-849,-0.03125663541848533,-0.013008259585191594,-0.02794521616603413
4-2-1-62848-5-2018-03-09T15-06-13-540,0.016967091020477065,0.12080775668392062,0.1429025335773213
4-2-1-62848-5-2018-03-27T04-27-10-647,0.10744644915995584,0.3320509156810861,0.11861403251932964
4-2-1-62848-4-2018-03-06T23-18-49-344,0.003648269410810437,-0.08008743129798034,-0.08341227552592362
4-2-1-62848-5-2018-03-09T15-06-32-1013,0.034128411530213267,0.08632464950401636,-0.1996889847215812
4-2-1-62848-5-2018-03-27T04-44-21-871,0.132919197733924,0.14622526910460495,0.03332039257241742
4-2-1-62848-4-2018-03-06T23-37-24-371,0.09064053179136602,-0.06525181165616183,-0.037175263182011184
4-2-2-63454-5-2018-03-28T17-16-56-1611,-0.021656335383123868,0.006301868103483502,-0.005615080511158671
4-2-1-62848-5-2018-03-09T15-25-20-446,-0.07858206846182944,-0.13577075483073403,0.03378914024641436
4-2-1-62848-4-2018-03-06T23-56-48-333,-0.07072105176566651,-0.043865444063680786,-0.10254793475652434
4-2-1-62848-5-2018-03-27T04-54-19-531,-0.09072620570651606,0.019320641663016662,0.012297694162730993
4-2-1-62848-4-2018-03-07T00-09-19-234,0.1354430990589211,0.4008917481987231,0.016314923493125404
4-2-1-62848-5-2018-03-27T04-57-47-774,0.053425174065509555,0.1267214364938724,-0.1348040215658857
4-2-1-62848-4-2018-03-07T00-09-51-443,0.0027363537676046417,-0.012178695187612313,0.002875245968135302
4-2-2-63454-5-2018-03-28T17-46-35-684,0.026752785943394038,-0.006811222729166366,-0.029626018681368188
4-2-1-62848-4-2018-03-07T00-33-42-337,0.1370394304307849,-0.08281259986039631,0.12783095446592607
4-2-1-62848-5-2018-03-27T04-57-59-429,0.11354417725482466,0.22884565339836055,0.2463359678893665
4-2-2-63454-5-2018-03-28T17-52-27-1026,-0.09985282668016847,0.043846237051213176,0.0004481634866073658
