Unnamed: 0,Coord 1,Coord 2,Coord 3
4-2-1-62848-5-2018-03-13T17-45-57-735,-0.16580347468259604,-0.023623868384145652,0.16437721579111755
4-2-2-63454-4-2018-03-30T20-37-36-363,-0.025782571691244587,-0.0014196399371636291,0.03301112497867123
4-2-2-63454-4-2018-04-04T22-22-55-729,-0.009496046752374305,0.0028341012416610236,0.012403856517611804
4-3-2-65384-4-2018-06-19T00-52-03-588,-0.01549423319631597,-0.0030139036450596924,-0.00570247673965075
4-3-2-65384-6-2018-06-15T13-06-43-762,-0.002530505372457266,0.003693799192175051,-0.0022303534996730334
4-2-2-63454-4-2018-04-04T22-29-38-963,-0.017450639522892906,-0.003177884494732383,-0.0006216181108147835
4-3-2-65384-4-2018-06-19T00-59-24-954,-0.011270134229387847,-0.0011324950724714241,0.008077082738748482
4-2-1-62848-5-2018-03-07T05-30-14-1678,0.006921511085929366,0.009428543937204556,0.0318897426154814
4-3-2-65384-4-2018-06-19T01-48-03-615,0.006856050396140213,0.009828112396370287,-0.014926464834953756
4-2-2-63454-4-2018-04-04T22-48-48-920,-0.007845853035358582,0.001967463011712833,0.0028536972544160495
4-2-1-62848-5-2018-03-07T06-15-18-570,-0.006030243533778523,0.0021097113008017717,0.001985228995079233
4-3-2-65384-4-2018-06-19T01-51-46-1505,-0.0016222012499864662,0.002619884619992869,0.006235831191721685
4-3-2-65384-6-2018-06-15T16-11-17-701,0.013324503015723306,0.009128115122890676,0.014173408349274927
4-2-2-63454-4-2018-04-04T23-02-20-857,0.010774770545225732,0.007818488796179577,-0.001508818604255653
4-2-1-62848-5-2018-03-07T06-24-31-966,-0.0008739072906842036,0.002782771764267471,0.0017603647619050323
4-2-1-62848-5-2018-03-07T06-24-37-568,0.0012889337560098842,0.0024071518141091683,0.0006410057907885824
4-2-1-62848-5-2018-03-07T06-25-14-863,-0.007150611022661733,-0.012491181537467725,0.011218186461315836
4-2-2-63454-4-2018-04-05T02-52-47-942,0.006598328348630627,0.0014234147242348568,-0.00176307214060813
4-3-2-65384-6-2018-06-16T08-26-51-673,0.007464187035131062,0.00656607806063832,-0.0023687189054790074
4-2-1-62848-5-2018-03-07T06-27-40-690,0.002744127131821708,0.003050988242472604,0.0015043814808102748
4-3-2-65384-4-2018-06-19T06-28-14-821,0.008795129356591673,0.0028629088317423065,-0.010892783521394755
4-2-2-63454-4-2018-04-05T02-58-03-751,0.03874932305497165,-0.008085696595708545,-0.020387045616177445
4-2-1-62848-5-2018-03-07T06-32-56-632,0.0004986093670076851,0.005792036497946109,-0.0019182091946547655
4-3-2-65384-4-2018-06-19T06-30-32-722,-0.005739207243042116,-0.00018167126107976827,-0.00676245554896935
4-2-2-63454-4-2018-04-05T03-33-26-822,-0.0009535897954873823,0.005029419717654196,-0.006149080868734506
4-2-1-62848-5-2018-03-07T06-41-35-784,-0.00466508857536833,0.0038817681928895445,-0.002211365790060292
4-3-2-65384-4-2018-06-19T06-38-01-1430,-0.006570022652101844,-0.001147019636998612,-0.008430150854481193
4-2-2-63454-4-2018-04-05T03-49-37-809,-0.007262681963824608,0.00024340473079175934,-0.0018305666693821565
4-2-2-63454-4-2018-04-05T04-00-13-781,0.004695949283282521,0.0004891096502279595,-0.0031659231171670995
4-3-2-65384-6-2018-06-16T11-45-41-633,0.005096835706036554,0.007052980084503756,8.967590901231735e-05
4-3-2-65384-4-2018-06-19T06-42-53-1020,0.006279608722689238,-0.009465279472651812,-0.0017596081375342199
4-2-2-63454-4-2018-04-05T04-25-37-623,0.0011251571502705867,0.01032502460069074,0.0028839880287509765
4-3-2-65384-6-2018-06-16T12-32-23-616,0.0017511557998286876,-0.0006771227276159616,-0.0004795520565443508
4-2-1-62848-5-2018-03-07T07-25-08-593,0.01603031909518347,-0.013458102891188605,-0.0058375727708284185
4-3-2-65384-4-2018-06-19T06-53-19-696,-0.0059295091434161794,-0.0021491982537415713,-0.012283598109666808
4-2-2-63454-4-2018-04-05T04-57-43-819,-0.013702110860160535,-0.0035583810758411214,-0.0014012371649101043
4-3-2-65384-6-2018-06-16T14-11-06-663,-0.004126161894649434,-0.01770834040361374,0.0002718348919803253
4-3-2-65384-4-2018-06-19T09-31-34-813,-0.013057210765859226,-0.008802420195761416,-0.006932792977055159
4-3-2-65384-6-2018-06-16T14-20-36-566,0.0009053794938094116,0.006442605588536498,-0.001365162015772178
4-2-1-62848-5-2018-03-07T08-11-29-1178,0.0007911965964472134,0.0025671853805697598,-0.013018172768248192
4-3-2-65384-4-2018-06-19T13-35-11-844,0.0005387061923125632,-0.0001896187842913736,0.006220002955533344
4-2-1-62848-5-2018-03-07T08-23-22-559,0.008032018439056612,-0.0010814901972907667,-0.014733172603623293
4-2-2-63454-4-2018-04-05T10-24-52-1044,-0.0010738984820989163,0.004916776008215713,-0.004714393594179082
4-3-2-65384-6-2018-06-17T07-17-01-958,-0.0012025794203659643,0.0014659208043934437,0.002533862294630433
4-2-2-63454-4-2018-04-05T11-09-55-1209,0.010841226270978178,0.0024860686577571223,0.012544618575042245
4-3-2-65384-4-2018-06-19T13-53-10-1201,0.00026119255985271984,0.004153272761844857,-0.006722345396458048
