Unnamed: 0,Coord 1,Coord 2,Coord 3
4-2-1-62848-5-2018-03-13T17-45-57-735,0.43186954406784983,0.40895507304279194,-0.32669515199584576
4-2-2-63454-4-2018-03-30T20-37-36-363,-0.4055938053450771,0.29070593121333904,0.4610081005316352
4-2-2-63454-4-2018-04-04T22-22-55-729,-0.48780124577839223,-0.4597844693029505,0.015193555693581905
4-3-2-65384-4-2018-06-19T00-52-03-588,-0.3864605640372615,-0.06385433888166918,0.5616488069983666
4-3-2-65384-6-2018-06-15T13-06-43-762,0.07716258893520239,0.3637095384589453,-0.5734203811522397
4-2-2-63454-4-2018-04-04T22-29-38-963,-0.2508536826720011,-0.24646692078415983,-0.5823388238294632
4-3-2-65384-4-2018-06-19T00-59-24-954,-0.23526079181823656,-0.614101003128224,0.18690596397407316
4-2-1-62848-5-2018-03-07T05-30-14-1678,-0.1630182990921715,-0.4437582379400847,0.4935435529898369
4-3-2-65384-4-2018-06-19T01-48-03-615,0.2849750460552516,0.07083295347731704,-0.5814661971085239
4-2-2-63454-4-2018-04-04T22-48-48-920,0.3636351680874165,-0.34013943635526156,0.4641189907917474
4-2-1-62848-5-2018-03-07T06-15-18-570,0.5400086193118769,-0.4026019641830501,0.08443276919826309
4-3-2-65384-4-2018-06-19T01-51-46-1505,-0.07947540436809661,0.15971026830467924,-0.30738793023607436
4-3-2-65384-6-2018-06-15T16-11-17-701,0.1647745402667078,0.2512554462351342,0.6143378298419032
4-2-2-63454-4-2018-04-04T23-02-20-857,-0.5553557449386658,-0.2631028917216746,0.30158944807514537
4-2-1-62848-5-2018-03-07T06-24-31-966,-0.2808619024124846,0.5705897595211578,-0.24655929852884603
4-2-1-62848-5-2018-03-07T06-24-37-568,-0.3642661703746415,-0.4636232091048279,-0.33964400745319945
4-2-1-62848-5-2018-03-07T06-25-14-863,0.23578326547273118,-0.23705312993044603,0.5961267724360751
4-2-2-63454-4-2018-04-05T02-52-47-942,-0.6182907708980067,-0.2088540083081469,0.10445030534847527
4-3-2-65384-6-2018-06-16T08-26-51-673,-0.008416933919989347,0.6337982610199964,0.1906460168241031
4-2-1-62848-5-2018-03-07T06-27-40-690,-0.35569708772191366,-0.014866626802865632,0.42094282942727346
4-3-2-65384-4-2018-06-19T06-28-14-821,-0.008668005946381877,0.4833485490789703,0.48435806775666174
4-2-2-63454-4-2018-04-05T02-58-03-751,-0.41795694556937285,-0.31457768981017376,0.41775431029797233
4-2-1-62848-5-2018-03-07T06-32-56-632,0.19083770434897687,-0.641453982494692,-0.0030405843925394786
4-3-2-65384-4-2018-06-19T06-30-32-722,-0.6294125904381288,-0.2710363934070055,0.009530569961183245
4-2-2-63454-4-2018-04-05T03-33-26-822,0.6589231903313482,-0.1406930233516441,-0.09441110327213828
