0Replay_id,Cluster
4-2-1-62848-5-2018-03-27T08-20-24-335,1
4-2-1-62848-5-2018-03-09T17-40-52-771,5
4-2-1-62848-4-2018-03-07T01-20-23-334,3
4-2-1-62848-5-2018-03-27T08-40-03-529,5
4-2-1-62848-4-2018-03-07T01-26-47-325,5
4-2-1-62848-4-2018-03-07T01-57-00-330,3
4-2-1-62848-5-2018-03-09T18-47-34-686,5
4-2-1-62848-5-2018-03-27T08-52-58-281,5
4-2-2-63454-5-2018-03-28T21-51-10-932,5
4-2-1-62848-4-2018-03-07T01-59-17-631,5
4-2-1-62848-5-2018-03-27T08-57-47-400,5
4-2-1-62848-5-2018-03-09T19-18-49-670,5
4-2-1-62848-4-2018-03-07T02-13-32-445,5
4-2-2-63454-5-2018-03-28T21-56-35-582,5
4-2-1-62848-5-2018-03-09T20-02-08-556,5
4-2-1-62848-4-2018-03-07T02-38-10-392,1
4-2-2-63454-5-2018-03-28T21-56-51-472,5
4-2-1-62848-5-2018-03-09T20-07-20-625,5
4-2-1-62848-4-2018-03-07T02-51-20-577,5
4-2-1-62848-5-2018-03-27T11-51-38-258,5
4-2-1-62848-5-2018-03-09T21-08-45-609,5
4-2-2-63454-5-2018-03-29T01-16-47-600,5
4-2-1-62848-4-2018-03-07T02-51-46-780,5
4-2-1-62848-5-2018-03-27T11-58-32-357,5
4-2-1-62848-5-2018-03-09T22-04-06-328,1
4-2-1-62848-5-2018-03-27T12-01-09-444,5
4-2-2-63454-5-2018-03-29T01-20-26-719,3
4-2-1-62848-4-2018-03-07T03-18-29-609,5
4-2-1-62848-5-2018-03-09T22-27-35-303,5
4-2-1-62848-5-2018-03-27T12-02-58-282,1
4-2-1-62848-4-2018-03-07T03-40-06-280,5
4-2-2-63454-5-2018-03-29T01-22-30-881,3
4-2-1-62848-5-2018-03-09T22-55-45-332,3
4-2-1-62848-5-2018-03-27T12-06-50-963,5
4-2-1-62848-5-2018-03-09T23-17-44-476,3
4-2-2-63454-5-2018-03-29T01-38-00-479,5
4-2-1-62848-5-2018-03-09T23-47-28-279,2
4-2-1-62848-5-2018-03-09T23-57-57-326,5
4-2-1-62848-4-2018-03-07T03-47-02-233,2
4-2-1-62848-5-2018-03-27T12-35-39-563,3
4-2-1-62848-4-2018-03-07T03-53-53-306,5
4-2-1-62848-5-2018-03-09T23-58-15-863,2
4-2-2-63454-5-2018-03-29T01-42-04-1668,5
4-2-1-62848-4-2018-03-07T03-59-57-339,5
4-2-1-62848-4-2018-03-07T04-11-11-291,3
4-2-1-62848-5-2018-03-10T00-01-22-350,1
4-2-1-62848-5-2018-03-27T12-39-38-1006,5
4-2-1-62848-5-2018-03-10T00-11-34-779,5
4-2-2-63454-5-2018-03-29T01-44-57-361,1
4-2-1-62848-5-2018-03-27T12-43-59-870,3
4-2-2-63454-5-2018-03-29T01-49-57-607,5
4-2-1-62848-5-2018-03-10T00-13-02-445,5
4-2-1-62848-4-2018-03-07T04-53-27-1012,5
4-2-1-62848-5-2018-03-27T12-46-45-367,3
4-2-2-63454-5-2018-03-29T01-59-13-499,5
4-2-1-62848-5-2018-03-10T00-17-00-1032,2
4-2-1-62848-4-2018-03-07T05-14-56-340,2
4-2-1-62848-5-2018-03-27T12-57-26-629,5
4-2-2-63454-5-2018-03-29T02-01-46-1071,5
4-2-1-62848-5-2018-03-27T13-00-49-422,5
4-2-1-62848-4-2018-03-07T05-57-59-862,5
4-2-1-62848-5-2018-03-10T00-37-36-900,5
4-2-1-62848-5-2018-03-27T13-06-27-249,5
4-2-1-62848-4-2018-03-07T06-11-42-334,5
4-2-2-63454-5-2018-03-29T02-10-00-293,5
4-2-1-62848-5-2018-03-10T02-25-00-305,3
4-2-1-62848-4-2018-03-07T06-34-05-410,5
4-2-2-63454-5-2018-03-29T07-28-37-791,4
4-2-1-62848-5-2018-03-10T02-37-36-280,5
4-2-1-62848-5-2018-03-27T16-29-05-1081,3
4-2-1-62848-5-2018-03-10T02-42-59-416,5
4-2-1-62848-4-2018-03-07T06-52-37-412,5
4-2-2-63454-5-2018-03-29T07-29-56-414,3
4-2-1-62848-5-2018-03-10T02-43-00-618,1
4-2-1-62848-4-2018-03-07T07-29-17-541,5
4-2-2-63454-5-2018-03-29T07-40-39-363,3
4-2-1-62848-5-2018-03-27T16-35-00-348,5
4-2-1-62848-5-2018-03-10T02-57-40-306,5
4-2-1-62848-4-2018-03-07T07-37-53-538,5
4-2-2-63454-5-2018-03-29T08-02-30-353,5
4-2-1-62848-5-2018-03-27T16-52-47-377,5
4-2-1-62848-5-2018-03-10T03-05-09-331,5
4-2-1-62848-5-2018-03-27T16-54-20-301,5
4-2-1-62848-5-2018-03-10T03-33-40-672,5
4-2-1-62848-4-2018-03-07T07-38-55-1068,5
4-2-2-63454-5-2018-03-29T08-23-18-1219,5
4-2-1-62848-5-2018-03-27T17-20-15-816,3
4-2-1-62848-5-2018-03-10T03-42-36-451,5
4-2-1-62848-5-2018-03-27T17-21-47-323,5
4-2-1-62848-5-2018-03-10T03-42-57-549,5
4-2-1-62848-4-2018-03-07T07-39-37-695,3
4-2-2-63454-5-2018-03-29T08-41-43-489,5
4-2-1-62848-5-2018-03-27T17-30-41-601,3
4-2-1-62848-5-2018-03-10T04-06-48-301,5
4-2-2-63454-5-2018-03-29T09-08-50-814,5
4-2-1-62848-5-2018-03-27T17-31-26-709,3
4-2-1-62848-4-2018-03-07T07-43-20-1146,1
4-2-2-63454-5-2018-03-29T09-12-24-277,5
4-2-1-62848-5-2018-03-27T17-35-55-310,2
4-2-1-62848-5-2018-03-10T04-11-30-1667,5
4-2-1-62848-4-2018-03-07T08-30-00-430,2
4-2-1-62848-5-2018-03-27T17-53-53-826,5
4-2-1-62848-4-2018-03-07T08-32-00-567,4
4-2-1-62848-5-2018-03-27T18-16-16-576,2
4-2-1-62848-5-2018-03-10T04-20-37-429,5
4-2-1-62848-5-2018-03-27T18-16-44-266,5
4-2-1-62848-5-2018-03-10T04-48-06-416,3
4-2-1-62848-5-2018-03-27T18-27-15-317,5
4-2-1-62848-5-2018-03-10T05-17-32-348,2
4-2-1-62848-4-2018-03-07T09-08-03-389,3
4-2-1-62848-5-2018-03-27T18-38-01-688,5
4-2-1-62848-6-2018-03-07T08-47-31-572,3
4-2-1-62848-4-2018-03-07T10-06-03-281,5
4-2-2-63454-5-2018-03-29T13-57-51-827,5
4-2-1-62848-5-2018-03-10T07-25-08-575,5
4-2-1-62848-4-2018-03-07T10-43-14-317,5
4-2-1-62848-6-2018-03-07T08-52-00-403,5
4-2-1-62848-5-2018-03-10T07-36-44-330,5
4-2-2-63454-5-2018-03-29T14-31-08-338,5
4-2-1-62848-4-2018-03-07T11-45-26-640,5
4-2-1-62848-5-2018-03-10T07-49-59-790,5
4-2-1-62848-6-2018-03-07T08-59-39-1036,5
4-2-1-62848-4-2018-03-07T11-55-46-355,5
4-2-2-63454-5-2018-03-29T14-33-53-993,3
4-2-1-62848-5-2018-03-10T08-05-55-398,3
4-2-1-62848-6-2018-03-07T09-08-48-342,5
4-2-1-62848-5-2018-03-10T08-21-44-354,5
4-2-2-63454-5-2018-03-29T14-40-52-472,3
4-2-1-62848-6-2018-03-07T09-12-22-292,5
4-2-1-62848-4-2018-03-07T12-06-55-1858,5
4-2-1-62848-5-2018-03-10T08-26-12-451,3
4-2-2-63454-5-2018-03-29T15-29-47-257,3
4-2-1-62848-6-2018-03-07T09-21-22-652,5
4-2-1-62848-5-2018-03-10T08-43-52-385,5
4-2-2-63454-5-2018-03-29T15-37-58-416,4
4-2-1-62848-5-2018-03-10T08-45-57-238,5
4-2-2-63454-5-2018-03-29T15-52-05-345,4
4-2-1-62848-5-2018-03-10T08-48-17-471,3
4-2-2-63454-5-2018-03-29T16-06-00-328,3
4-2-1-62848-6-2018-03-07T09-24-57-992,5
4-2-1-62848-5-2018-03-10T09-02-00-363,5
4-2-2-63454-5-2018-03-29T16-22-47-263,5
4-2-1-62848-4-2018-03-07T12-17-15-1158,4
4-2-1-62848-5-2018-03-10T09-24-51-517,5
4-2-1-62848-6-2018-03-07T09-54-51-762,1
4-2-2-63454-5-2018-03-29T16-56-47-854,5
4-2-1-62848-5-2018-03-10T09-52-54-525,5
4-2-2-63454-5-2018-03-29T17-06-03-273,1
4-2-1-62848-4-2018-03-07T12-22-42-342,5
4-2-1-62848-6-2018-03-07T10-26-03-757,5
4-2-2-63454-5-2018-03-29T17-14-34-283,5
4-2-1-62848-5-2018-03-10T09-58-45-426,3
4-2-1-62848-4-2018-03-07T12-39-25-245,5
4-2-2-63454-5-2018-03-29T17-40-59-327,4
4-2-1-62848-6-2018-03-07T10-28-25-616,5
4-2-2-63454-5-2018-03-29T17-56-08-258,4
4-2-2-63454-5-2018-03-29T22-14-08-413,5
4-2-1-62848-4-2018-03-07T13-24-05-639,5
4-2-1-62848-5-2018-03-10T11-20-38-531,4
4-2-1-62848-4-2018-03-07T13-38-52-309,5
4-2-2-63454-5-2018-03-29T22-21-15-868,5
4-2-1-62848-6-2018-03-07T18-22-27-1651,5
4-2-1-62848-5-2018-03-10T11-38-48-617,5
4-2-1-62848-5-2018-03-10T11-57-46-358,3
4-2-2-63454-5-2018-03-29T22-24-27-876,5
4-2-1-62848-5-2018-03-10T11-59-27-405,5
4-2-1-62848-4-2018-03-07T13-52-53-644,5
4-2-2-63454-5-2018-03-29T22-26-52-294,5
4-2-1-62848-5-2018-03-10T12-02-34-565,5
4-2-1-62848-6-2018-03-07T19-12-07-739,5
4-2-2-63454-5-2018-03-29T22-27-48-290,5
4-2-1-62848-4-2018-03-07T13-59-10-1027,1
4-2-2-63454-5-2018-03-29T22-38-53-900,5
4-2-1-62848-5-2018-03-10T12-16-00-1134,5
4-2-1-62848-4-2018-03-07T14-03-11-323,3
4-2-2-63454-5-2018-03-29T23-10-51-263,2
4-2-1-62848-5-2018-03-10T12-19-34-642,1
4-2-2-63454-5-2018-03-29T23-57-00-356,1
4-2-1-62848-5-2018-03-10T13-08-52-355,2
4-2-2-63454-5-2018-03-30T03-20-43-568,5
4-2-1-62848-4-2018-03-07T14-41-03-552,3
4-2-1-62848-6-2018-03-08T04-36-13-282,3
4-2-1-62848-5-2018-03-10T13-15-34-464,4
4-2-1-62848-4-2018-03-07T15-03-40-384,5
4-2-1-62848-5-2018-03-10T13-21-37-369,4
4-2-1-62848-4-2018-03-07T15-32-01-490,3
4-2-1-62848-5-2018-03-10T13-23-00-442,5
4-2-1-62848-4-2018-03-07T16-21-24-332,5
4-2-1-62848-4-2018-03-07T16-30-41-304,5
4-2-1-62848-6-2018-03-08T05-05-34-401,5
4-2-1-62848-4-2018-03-07T16-41-46-836,3
4-2-1-62848-4-2018-03-07T17-52-14-252,5
4-2-2-63454-5-2018-03-30T06-11-47-374,5
4-2-1-62848-6-2018-03-08T08-20-55-519,5
4-2-1-62848-4-2018-03-07T18-03-06-250,5
4-2-2-63454-5-2018-03-30T06-18-12-490,5
4-2-1-62848-6-2018-03-08T09-21-29-275,5
4-2-1-62848-4-2018-03-07T18-09-54-235,5
4-2-2-63454-5-2018-03-30T06-19-44-280,3
4-2-1-62848-6-2018-03-08T09-53-44-618,3
4-2-1-62848-4-2018-03-07T18-20-36-312,5
4-2-1-62848-4-2018-03-07T18-57-48-314,4
4-2-2-63454-5-2018-03-30T06-21-41-1020,5
4-2-1-62848-4-2018-03-07T19-38-54-666,5
4-2-1-62848-6-2018-03-08T10-29-36-881,5
4-2-2-63454-5-2018-03-30T06-25-15-427,4
4-2-1-62848-5-2018-03-10T15-13-31-297,5
4-2-1-62848-6-2018-03-08T12-04-47-305,4
4-2-1-62848-4-2018-03-07T19-50-29-662,5
4-2-1-62848-5-2018-03-10T15-14-12-225,1
4-2-1-62848-6-2018-03-08T12-11-39-271,4
4-2-1-62848-5-2018-03-10T15-17-27-515,5
4-2-1-62848-4-2018-03-07T19-56-34-346,5
4-2-1-62848-6-2018-03-08T12-44-20-381,3
4-2-2-63454-5-2018-03-30T07-47-00-441,4
4-2-1-62848-6-2018-03-08T12-48-32-646,1
4-2-1-62848-5-2018-03-10T15-24-04-1000,3
4-2-2-63454-5-2018-03-30T07-49-42-789,2
4-2-1-62848-4-2018-03-07T20-17-55-1110,5
4-2-2-63454-5-2018-03-30T08-00-32-326,2
4-2-2-63454-5-2018-03-30T08-12-30-680,5
4-2-1-62848-6-2018-03-08T13-43-57-379,5
4-2-1-62848-5-2018-03-10T15-44-23-851,3
4-2-1-62848-6-2018-03-08T14-29-41-275,3
4-2-1-62848-4-2018-03-07T22-04-42-1259,1
4-2-2-63454-5-2018-03-30T08-17-50-763,5
4-2-1-62848-5-2018-03-10T15-46-22-425,2
4-2-1-62848-6-2018-03-08T14-39-32-605,3
4-2-1-62848-4-2018-03-07T22-08-43-372,3
4-2-1-62848-5-2018-03-10T15-49-15-678,5
4-2-1-62848-6-2018-03-08T14-48-32-405,3
4-2-2-63454-5-2018-03-30T08-28-40-464,1
4-2-1-62848-4-2018-03-07T22-21-32-348,5
4-2-2-63454-5-2018-03-30T08-32-42-255,2
4-2-1-62848-6-2018-03-08T14-58-17-914,5
4-2-1-62848-5-2018-03-10T15-56-02-778,5
4-2-1-62848-4-2018-03-07T22-40-29-230,3
4-2-2-63454-5-2018-03-30T08-46-31-700,2
4-2-1-62848-6-2018-03-08T15-04-48-526,5
4-2-1-62848-4-2018-03-07T22-53-08-586,5
4-2-1-62848-5-2018-03-10T16-15-46-345,5
4-2-2-63454-5-2018-03-30T08-49-08-733,2
4-2-1-62848-6-2018-03-08T15-12-02-640,5
4-2-1-62848-5-2018-03-10T16-22-07-387,5
4-2-1-62848-4-2018-03-07T23-01-11-872,1
4-2-2-63454-5-2018-03-30T08-49-12-264,5
4-2-1-62848-5-2018-03-10T17-05-40-386,5
4-2-1-62848-6-2018-03-08T15-36-54-694,5
4-2-1-62848-4-2018-03-07T23-05-30-388,2
4-2-2-63454-5-2018-03-30T09-03-18-959,1
4-2-2-63454-5-2018-03-30T14-01-01-536,3
4-2-1-62848-6-2018-03-08T23-58-37-740,3
4-2-1-62848-4-2018-03-07T23-09-13-1104,5
4-2-2-63454-5-2018-03-30T14-01-41-555,3
4-2-1-62848-5-2018-03-10T18-40-51-286,5
4-2-2-63454-5-2018-03-30T14-11-15-308,4
4-2-1-62848-5-2018-03-10T18-57-39-497,3
4-2-1-62848-4-2018-03-07T23-30-23-340,5
4-2-1-62848-6-2018-03-09T00-07-28-1068,5
4-2-2-63454-5-2018-03-30T14-27-50-357,5
4-2-1-62848-5-2018-03-10T18-58-52-285,5
4-2-1-62848-4-2018-03-07T23-44-41-271,5
4-2-1-62848-5-2018-03-10T18-59-43-304,1
4-2-2-63454-5-2018-03-30T14-35-05-566,4
4-2-1-62848-4-2018-03-08T00-04-03-542,2
4-2-1-62848-5-2018-03-10T19-12-59-525,4
4-2-1-62848-6-2018-03-09T00-09-03-788,3
4-2-1-62848-5-2018-03-10T19-21-03-350,5
4-2-2-63454-5-2018-03-30T14-57-47-867,5
4-2-1-62848-4-2018-03-08T00-26-31-1258,2
4-2-1-62848-5-2018-03-10T19-26-37-632,1
4-2-1-62848-6-2018-03-09T00-12-14-428,2
4-2-2-63454-5-2018-03-30T15-00-33-582,5
4-2-1-62848-6-2018-03-09T00-17-01-439,3
4-2-1-62848-6-2018-03-09T00-52-49-704,5
4-2-1-62848-5-2018-03-10T19-28-19-1400,3
4-2-1-62848-6-2018-03-09T01-35-54-555,5
4-2-1-62848-4-2018-03-08T00-33-15-874,3
4-2-1-62848-6-2018-03-09T02-50-34-383,5
4-2-1-62848-5-2018-03-10T20-48-09-347,5
4-2-1-62848-4-2018-03-08T00-34-43-420,5
4-2-1-62848-6-2018-03-09T13-05-36-452,5
4-2-2-63454-5-2018-03-30T17-50-09-763,3
4-2-1-62848-5-2018-03-10T20-56-53-610,3
4-2-1-62848-6-2018-03-09T13-26-50-303,5
4-2-2-63454-5-2018-03-30T18-03-38-799,3
4-2-1-62848-6-2018-03-09T14-51-40-818,5
4-2-1-62848-5-2018-03-10T21-31-34-551,4
4-2-1-62848-4-2018-03-08T01-29-57-1424,3
4-2-1-62848-5-2018-03-10T21-41-07-255,5
4-2-1-62848-6-2018-03-09T15-40-02-460,4
4-2-2-63454-5-2018-03-30T18-07-15-570,5
4-2-2-63454-5-2018-03-30T18-08-40-466,5
4-2-1-62848-6-2018-03-09T15-41-22-788,4
4-2-1-62848-5-2018-03-10T22-25-32-1144,5
4-2-2-63454-5-2018-03-30T18-11-37-258,3
4-2-2-63454-5-2018-03-30T18-12-41-292,5
4-2-1-62848-6-2018-03-09T15-57-03-422,5
4-2-1-62848-5-2018-03-10T22-32-02-318,3
4-2-2-63454-5-2018-03-30T18-17-34-330,3
4-2-1-62848-6-2018-03-09T16-15-35-383,5
4-2-1-62848-4-2018-03-08T02-00-15-318,3
4-2-2-63454-5-2018-03-30T18-25-16-320,5
4-2-1-62848-6-2018-03-09T16-21-05-297,3
4-2-1-62848-5-2018-03-10T22-34-55-732,3
4-2-2-63454-5-2018-03-30T18-36-48-229,5
4-2-1-62848-5-2018-03-10T22-36-09-292,5
4-2-2-63454-5-2018-03-30T18-46-09-1064,3
4-2-1-62848-6-2018-03-09T16-29-03-1385,5
4-2-1-62848-5-2018-03-10T23-12-20-1219,3
4-2-2-63454-5-2018-03-31T00-24-09-393,5
4-2-1-62848-4-2018-03-08T02-14-33-420,3
4-2-1-62848-5-2018-03-11T00-17-42-517,5
4-2-1-62848-6-2018-03-10T00-59-13-526,1
4-2-1-62848-4-2018-03-08T02-28-23-377,3
4-2-2-63454-5-2018-03-31T00-26-03-615,5
4-2-1-62848-5-2018-03-11T00-21-15-500,3
4-2-1-62848-4-2018-03-08T02-51-22-391,5
4-2-1-62848-6-2018-03-10T01-54-48-393,5
4-2-1-62848-4-2018-03-08T03-07-04-330,5
4-2-1-62848-6-2018-03-10T03-12-53-703,5
4-2-2-63454-5-2018-03-31T00-32-58-935,5
4-2-1-62848-5-2018-03-11T00-31-11-835,5
4-2-1-62848-4-2018-03-08T03-16-37-483,5
4-2-1-62848-6-2018-03-10T03-37-10-458,3
4-2-1-62848-4-2018-03-08T03-17-00-515,1
4-2-1-62848-5-2018-03-11T00-31-57-542,1
4-2-1-62848-6-2018-03-10T03-56-22-274,3
4-2-2-63454-5-2018-03-31T00-45-48-577,5
4-2-1-62848-6-2018-03-10T03-58-51-255,5
4-2-1-62848-5-2018-03-11T00-35-30-398,5
4-2-1-62848-4-2018-03-08T03-37-03-1126,3
4-2-1-62848-6-2018-03-10T04-40-25-478,3
4-2-2-63454-5-2018-03-31T00-48-05-569,3
4-2-1-62848-6-2018-03-10T05-16-03-367,3
4-2-2-63454-5-2018-03-31T00-49-48-321,5
4-2-2-63454-5-2018-03-31T00-54-47-345,5
4-2-1-62848-4-2018-03-08T04-01-06-310,3
4-2-1-62848-6-2018-03-10T05-34-37-521,4
4-2-1-62848-5-2018-03-11T00-43-46-1111,5
4-2-2-63454-5-2018-03-31T00-55-19-362,5
4-2-1-62848-4-2018-03-08T04-02-33-461,5
4-2-1-62848-6-2018-03-10T05-35-25-423,2
4-2-1-62848-4-2018-03-08T04-10-34-359,1
4-2-1-62848-6-2018-03-10T05-49-09-876,5
4-2-2-63454-5-2018-03-31T01-03-23-1023,5
4-2-1-62848-5-2018-03-11T00-44-42-1050,3
4-2-1-62848-4-2018-03-08T04-37-32-328,5
4-2-1-62848-6-2018-03-10T05-53-27-519,2
4-2-2-63454-5-2018-03-31T01-15-05-710,1
4-2-1-62848-6-2018-03-10T06-27-53-624,5
4-2-1-62848-5-2018-03-11T01-06-09-899,5
4-2-1-62848-6-2018-03-10T07-12-50-554,5
4-2-2-63454-5-2018-03-31T01-36-57-312,4
4-2-1-62848-5-2018-03-11T01-13-30-340,5
4-2-2-63454-5-2018-03-31T01-41-27-653,5
4-2-1-62848-4-2018-03-08T05-51-41-329,3
4-2-2-63454-5-2018-03-31T08-14-36-487,1
4-2-1-62848-6-2018-03-10T15-36-42-604,5
4-2-1-62848-5-2018-03-11T02-39-55-877,5
4-2-1-62848-6-2018-03-10T15-56-47-488,5
4-2-2-63454-5-2018-03-31T08-40-19-794,5
4-2-1-62848-6-2018-03-10T16-23-55-765,3
4-2-1-62848-5-2018-03-11T03-03-39-601,5
4-2-1-62848-4-2018-03-08T06-33-44-698,4
4-2-2-63454-5-2018-03-31T08-45-41-723,5
4-2-1-62848-5-2018-03-11T03-20-35-585,5
4-2-1-62848-6-2018-03-10T16-37-41-395,1
4-2-1-62848-5-2018-03-11T03-22-34-277,1
4-2-1-62848-6-2018-03-10T17-33-57-250,5
4-2-2-63454-5-2018-03-31T08-57-03-1263,4
4-2-1-62848-5-2018-03-11T03-23-02-717,5
4-2-2-63454-5-2018-03-31T11-43-03-291,3
4-2-1-62848-5-2018-03-11T03-43-55-419,5
4-2-1-62848-4-2018-03-08T07-10-56-361,5
4-2-1-62848-6-2018-03-10T23-29-51-667,5
4-2-1-62848-4-2018-03-08T07-17-33-353,5
4-2-1-62848-5-2018-03-11T04-10-18-442,5
4-2-1-62848-6-2018-03-11T00-47-47-563,3
4-2-1-62848-5-2018-03-11T04-23-56-301,4
4-2-1-62848-4-2018-03-08T07-17-56-778,1
4-2-2-63454-5-2018-03-31T11-49-13-475,3
4-2-1-62848-6-2018-03-11T00-53-00-461,5
4-2-1-62848-4-2018-03-08T07-20-03-338,1
4-2-2-63454-5-2018-03-31T11-56-34-338,5
4-2-1-62848-6-2018-03-11T01-01-19-250,2
4-2-1-62848-5-2018-03-11T05-11-59-619,5
4-2-1-62848-4-2018-03-08T07-20-41-578,3
4-2-1-62848-6-2018-03-11T03-17-42-436,5
4-2-2-63454-5-2018-03-31T11-59-00-847,5
4-2-1-62848-5-2018-03-11T05-48-19-391,5
4-2-1-62848-6-2018-03-11T03-38-02-539,5
4-2-1-62848-4-2018-03-08T07-28-48-725,5
4-2-2-63454-5-2018-03-31T12-04-35-397,5
4-2-1-62848-6-2018-03-11T03-49-39-334,5
4-2-1-62848-5-2018-03-11T06-23-24-795,3
4-2-1-62848-4-2018-03-08T08-01-05-431,2
4-2-2-63454-5-2018-03-31T12-17-13-340,5
4-2-1-62848-6-2018-03-11T03-58-26-363,4
4-2-1-62848-4-2018-03-08T08-03-27-469,1
4-2-2-63454-5-2018-03-31T12-19-42-498,1
4-2-1-62848-4-2018-03-08T08-06-06-320,5
4-2-1-62848-5-2018-03-11T06-26-19-803,3
4-2-1-62848-6-2018-03-11T05-26-17-891,5
4-2-2-63454-5-2018-03-31T12-24-42-810,5
4-2-1-62848-5-2018-03-11T06-34-57-439,2
4-2-1-62848-5-2018-03-11T06-41-03-471,5
4-2-1-62848-6-2018-03-11T05-28-02-643,5
4-2-2-63454-5-2018-03-31T12-27-46-1041,1
4-2-1-62848-5-2018-03-11T06-41-08-582,5
4-2-1-62848-6-2018-03-11T15-52-10-343,5
4-2-1-62848-4-2018-03-08T08-20-40-375,5
4-2-1-62848-5-2018-03-11T08-05-41-469,1
4-2-2-63454-5-2018-03-31T16-13-22-531,1
4-2-1-62848-4-2018-03-08T08-28-24-422,2
4-2-1-62848-6-2018-03-11T17-07-12-385,3
4-2-1-62848-5-2018-03-11T08-09-02-855,4
4-2-2-63454-5-2018-03-31T16-14-17-317,5
4-2-1-62848-6-2018-03-11T18-04-26-254,5
4-2-2-63454-5-2018-03-31T16-18-39-282,4
4-2-1-62848-4-2018-03-08T08-28-45-630,3
4-2-1-62848-5-2018-03-11T08-29-07-611,5
4-2-1-62848-6-2018-03-11T18-05-00-620,3
4-2-2-63454-5-2018-03-31T16-23-05-774,1
4-2-1-62848-5-2018-03-11T08-35-17-427,5
4-2-1-62848-4-2018-03-08T08-38-09-965,5
4-2-1-62848-6-2018-03-11T18-19-30-549,5
4-2-2-63454-5-2018-03-31T16-27-57-450,5
4-2-1-62848-5-2018-03-11T08-45-36-358,5
4-2-1-62848-6-2018-03-11T18-34-59-397,5
4-2-2-63454-5-2018-03-31T16-37-23-413,3
4-2-1-62848-4-2018-03-08T08-39-02-333,5
4-2-1-62848-5-2018-03-11T09-36-37-392,5
4-2-2-63454-5-2018-03-31T16-38-03-357,4
4-2-1-62848-6-2018-03-11T18-53-37-631,3
4-2-1-62848-5-2018-03-11T09-40-59-556,5
4-2-2-63454-5-2018-03-31T16-40-57-442,4
4-2-1-62848-4-2018-03-08T09-35-40-639,2
4-2-1-62848-5-2018-03-11T10-01-33-419,5
4-2-1-62848-6-2018-03-11T18-55-01-301,4
4-2-2-63454-5-2018-03-31T16-48-37-413,3
4-2-1-62848-6-2018-03-11T19-23-36-787,3
4-2-1-62848-5-2018-03-11T10-02-40-741,5
4-2-2-63454-5-2018-03-31T17-22-20-452,3
4-2-1-62848-4-2018-03-08T09-40-19-643,3
4-2-2-63454-5-2018-03-31T17-36-25-435,3
4-2-1-62848-5-2018-03-11T10-17-22-615,2
4-2-1-62848-6-2018-03-11T19-39-49-721,5
4-2-1-62848-4-2018-03-08T09-40-45-620,5
4-2-2-63454-5-2018-03-31T17-39-58-613,4
4-2-1-62848-5-2018-03-11T10-18-34-377,5
4-2-1-62848-5-2018-03-11T10-40-38-345,4
4-2-2-63454-5-2018-03-31T17-55-40-671,5
4-2-1-62848-4-2018-03-08T10-22-37-1045,1
4-2-1-62848-6-2018-03-11T20-48-25-905,5
4-2-1-62848-5-2018-03-11T11-27-45-337,5
4-2-2-63454-5-2018-04-01T01-10-20-270,5
