,Adept,Archon,Carrier,Colossus,DarkTemplar,Disruptor,HighTemplar,Immortal,Mothership,Observer,Oracle,Phoenix,Probe,Sentry,Stalker,Tempest,WarpPrism,VoidRay,Zealot,Assimilator,CyberneticsCore,DarkShrine,FleetBeacon,Forge,Gateway,Nexus,PhotonCannon,Pylon,RoboticsFacility,RoboticsBay,ShieldBattery,Stargate,TemplarArchive,TwilightCouncil,WarpGate,ProtossAirArmorsLevel1,ProtossAirArmorsLevel2,ProtossAirArmorsLevel3,ProtossAirWeaponsLevel1,ProtossAirWeaponsLevel2,ProtossAirWeaponsLevel3,ProtossGroundArmorsLevel1,ProtossGroundArmorsLevel2,ProtossGroundArmorsLevel3,ProtossGroundWeaponsLevel1,ProtossGroundWeaponsLevel2,ProtossGroundWeaponsLevel3,ProtossShieldsLevel1,ProtossShieldsLevel2,ProtossShieldsLevel3,AdeptPiercingAttack,BlinkTech,Charge,DarkTemplarBlinkUpgrade,ExtendedThermalLance,GraviticDrive,ObserverGraviticBooster,PhoenixRangeUpgrade,PsiStormTech,WarpGateResearch,Adept1,Archon1,Carrier1,Colossus1,DarkTemplar1,Disruptor1,HighTemplar1,Immortal1,Mothership1,Observer1,Oracle1,Phoenix1,Probe1,Sentry1,Stalker1,Tempest1,WarpPrism1,VoidRay1,Zealot1,Assimilator1,CyberneticsCore1,DarkShrine1,FleetBeacon1,Forge1,Gateway1,Nexus1,PhotonCannon1,Pylon1,RoboticsFacility1,RoboticsBay1,ShieldBattery1,Stargate1,TemplarArchive1,TwilightCouncil1,WarpGate1,ProtossAirArmorsLevel11,ProtossAirArmorsLevel21,ProtossAirArmorsLevel31,ProtossAirWeaponsLevel11,ProtossAirWeaponsLevel21,ProtossAirWeaponsLevel31,ProtossGroundArmorsLevel11,ProtossGroundArmorsLevel21,ProtossGroundArmorsLevel31,ProtossGroundWeaponsLevel11,ProtossGroundWeaponsLevel21,ProtossGroundWeaponsLevel31,ProtossShieldsLevel11,ProtossShieldsLevel21,ProtossShieldsLevel31,AdeptPiercingAttack1,BlinkTech1,Charge1,DarkTemplarBlinkUpgrade1,ExtendedThermalLance1,GraviticDrive1,ObserverGraviticBooster1,PhoenixRangeUpgrade1,PsiStormTech1,WarpGateResearch1
0,0,6,0,0,0,2,0,3,0,2,0,0,38,0,8,0,0,0,11,8,1,0,0,1,0,3,0,11,1,1,0,0,1,1,7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,50,0,0,0,1,0,8,2,1,0,0,1,0,3,2,13,1,0,2,0,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,0,5,0,0,0,0,2,6,0,1,0,0,57,1,4,0,0,0,9,6,1,1,0,1,0,4,3,14,2,0,2,0,1,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,5,0,0,0,0,2,5,0,2,0,0,59,2,13,0,1,0,8,6,1,0,0,1,0,3,5,17,2,0,5,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2,0,4,0,0,0,0,0,5,0,1,0,0,63,0,0,0,1,0,9,6,1,0,0,1,0,4,8,14,1,0,2,1,1,1,8,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3,0,1,0,0,68,0,1,0,2,0,19,6,1,1,0,1,0,4,0,17,2,0,0,0,1,1,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3,0,0,0,0,0,0,0,0,0,0,0,0,63,0,2,6,0,4,22,6,2,0,1,2,4,3,3,18,0,0,1,3,0,1,4,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,7,0,0,0,0,1,3,0,0,0,0,67,0,6,0,0,0,14,6,1,0,0,1,0,3,2,21,1,0,1,0,1,1,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
4,0,0,0,2,0,3,0,0,0,3,0,0,46,1,17,0,1,0,2,5,1,0,0,1,0,3,2,14,2,1,3,0,0,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,8,0,0,0,0,0,2,0,1,0,0,64,0,4,0,1,0,15,6,1,0,0,1,0,4,4,18,1,0,2,0,1,1,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,0,5,0,4,0,0,2,2,0,2,0,0,72,0,1,0,0,0,14,8,1,0,0,1,0,4,8,16,1,1,7,0,1,1,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,5,0,0,3,0,1,0,0,58,0,2,0,0,0,19,6,1,1,0,2,4,3,1,12,2,1,4,1,0,1,6,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
6,0,3,5,0,0,0,8,0,0,0,0,5,62,1,18,0,0,0,19,8,1,0,1,1,0,4,0,18,1,0,2,2,1,1,8,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,6,57,2,9,2,0,2,4,6,2,0,1,1,0,4,3,16,0,0,5,3,0,0,3,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7,0,0,0,0,0,0,0,0,0,2,0,0,5,0,3,0,0,0,8,1,1,0,0,2,0,1,0,9,1,0,0,0,0,1,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,7,0,0,0,5,0,0,1,0,0,0,0,38,0,0,0,1,0,0,4,1,1,0,0,0,2,0,8,1,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,10,0,0,0,5,0,0,6,0,2,0,1,57,2,2,0,0,0,17,4,1,1,0,2,0,4,8,17,1,1,4,0,1,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,1,0,9,0,0,2,0,0,2,0,4,0,0,46,2,2,0,0,0,11,6,1,1,0,2,0,3,3,12,1,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9,0,0,0,0,0,0,0,2,0,1,0,0,65,0,21,0,0,0,21,6,1,0,0,3,0,4,2,16,2,1,1,0,0,1,6,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,0,0,0,47,2,0,0,2,0,22,6,1,0,0,0,0,3,0,13,1,0,1,0,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
10,0,0,0,0,4,0,0,1,0,0,0,0,59,0,15,0,0,8,0,6,1,1,0,1,0,3,2,14,1,0,2,3,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,5,0,2,0,0,56,0,5,0,0,0,15,6,1,0,0,2,0,3,4,11,1,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
11,0,0,0,0,0,0,0,0,0,0,0,0,49,0,7,0,0,0,0,4,1,0,0,0,0,2,0,8,1,0,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,55,0,1,0,0,2,5,6,1,0,0,1,0,3,0,8,2,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12,0,5,0,0,0,0,6,4,0,3,0,0,65,2,3,0,0,0,21,8,1,0,0,2,0,4,0,16,1,0,2,0,1,1,14,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,4,0,0,0,0,0,0,72,5,5,0,1,0,5,8,1,1,0,1,0,4,0,16,2,1,6,0,1,1,11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
13,0,5,0,0,0,0,0,2,0,0,0,0,57,0,4,0,0,0,20,6,1,0,0,1,0,3,0,14,1,0,4,0,1,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,60,0,3,0,1,0,13,6,1,1,0,2,0,4,0,18,1,1,0,0,0,1,6,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
14,0,0,0,0,0,0,0,0,0,1,2,0,50,0,0,0,2,3,3,4,1,0,0,0,3,2,4,11,1,0,5,2,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,25,0,0,0,0,0,1,0,1,0,0,2,0,3,5,6,0,0,0,0,0,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
15,0,0,0,0,0,0,0,0,0,0,0,0,68,0,32,0,0,0,0,6,1,0,0,1,5,3,0,15,1,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,0,0,0,4,1,1,0,3,0,0,62,0,9,0,0,0,14,6,1,0,0,1,1,3,3,20,1,1,3,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
16,0,6,0,0,0,0,0,4,0,2,0,0,53,0,12,0,1,0,32,6,1,0,0,1,0,3,0,18,1,0,3,0,1,1,12,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,5,3,0,1,0,0,58,1,8,0,0,0,20,6,1,0,0,2,0,3,0,17,2,1,0,1,1,1,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
17,0,2,0,0,0,0,0,3,0,3,0,0,58,3,4,0,1,0,15,6,1,0,0,2,0,4,1,21,1,0,1,0,1,1,11,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,2,0,0,63,1,3,0,0,0,1,6,1,0,0,1,0,3,3,18,1,0,5,0,1,1,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
18,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,2,1,0,1,1,1,1,5,8,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,44,0,16,0,0,0,0,5,1,0,0,2,0,3,0,8,1,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
19,0,0,0,0,0,0,0,0,0,0,0,10,29,0,0,0,0,7,0,2,1,0,0,1,1,2,2,9,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,22,0,0,0,0,1,10,4,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,42,0,15,0,0,1,0,4,1,0,0,1,0,3,6,8,0,0,1,1,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,2,9,0,0,0,0,0,6,0,2,0,0,73,2,4,0,0,0,24,8,1,0,0,1,2,4,4,18,2,1,5,0,1,1,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,0,3,0,0,0,2,0,1,0,1,64,2,6,0,0,0,22,6,1,0,1,2,4,4,1,17,1,1,6,2,1,1,6,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
22,0,4,0,0,0,0,0,4,0,0,0,0,63,0,7,0,1,0,19,6,1,0,0,1,2,4,1,16,3,0,5,0,1,1,11,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3,0,4,0,0,1,1,0,2,0,0,66,0,16,0,0,0,8,4,1,0,0,1,0,3,6,16,1,1,4,0,1,1,7,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1
23,0,0,0,0,0,0,0,0,0,2,2,0,72,0,23,0,0,2,0,8,1,0,0,1,0,4,3,20,1,0,5,1,0,1,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0,4,0,0,1,0,4,1,0,0,1,1,2,3,10,0,0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,0,5,0,0,0,0,8,5,0,1,0,0,61,1,8,0,0,0,13,6,1,0,0,2,0,4,0,18,2,0,0,0,1,1,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,4,0,1,0,0,0,3,0,1,0,0,50,3,6,0,0,0,17,6,1,0,0,0,0,3,0,14,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
25,0,9,0,0,1,0,0,0,0,0,1,0,59,0,5,0,0,2,31,6,1,1,0,1,0,4,2,19,0,0,1,1,0,1,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,0,0,0,0,5,3,0,4,0,0,50,3,14,0,0,0,15,6,1,0,0,2,0,3,0,14,1,0,3,0,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,0,0,2,0,0,0,0,11,0,0,1,0,84,0,8,0,1,5,2,8,1,0,1,1,0,5,0,18,2,0,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,1,0,0,67,0,15,0,0,0,13,8,1,0,0,2,0,4,2,16,2,0,6,0,0,1,7,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1
27,0,0,0,0,0,0,0,4,0,0,0,0,45,2,23,0,0,0,0,4,1,0,0,1,0,3,2,14,1,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,2,4,2,0,0,0,0,0,2,9,5,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
28,0,0,7,0,0,0,0,0,0,7,0,1,86,0,6,0,0,2,0,9,1,0,1,1,5,6,4,21,1,0,4,3,0,1,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,46,0,2,7,0,0,0,4,1,0,1,1,1,3,9,12,1,0,6,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,0,0,6,0,0,0,0,0,0,1,1,0,53,0,0,1,0,4,0,6,2,0,1,1,0,4,6,11,1,0,0,3,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,0,5,3,0,3,0,0,88,0,24,0,0,0,2,8,1,1,0,2,4,4,0,18,1,0,3,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
30,0,3,2,0,1,0,0,3,0,2,1,0,59,1,5,0,0,2,20,6,1,1,1,2,1,4,2,20,1,0,1,3,0,1,7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,6,0,1,0,0,59,2,13,0,1,0,16,6,1,0,0,1,0,3,2,19,1,1,5,0,1,1,10,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
31,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,2,1,0,0,0,0,1,0,7,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,30,2,0,0,1,0,4,4,1,0,0,1,0,2,0,9,1,0,4,1,0,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
32,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,0,3,4,1,0,0,1,0,2,0,6,1,1,1,0,1,1,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,1,0,0,58,0,1,0,1,0,24,8,1,0,0,1,0,4,0,13,1,0,4,0,1,1,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,0,3,0,0,0,0,6,0,0,4,0,0,70,0,11,0,1,0,0,6,1,0,0,2,5,4,0,17,1,0,6,0,1,1,9,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,67,0,0,0,0,10,0,8,1,0,1,1,1,4,5,14,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
