,0Frame_id,0P1_mmr,0P2_mmr,0Replay_id,P1_Supply_army,P1_Supply_total,P1_Supply_used,P1_Supply_workers,P1_Unit_Assimilator,P1_Unit_Forge,P1_Unit_Gateway,P1_Unit_Nexus,P1_Unit_Probe,P1_Unit_Pylon,P1_minerals,P1_vespene,P2_Supply_army,P2_Supply_total,P2_Supply_used,P2_Supply_workers,P2_Unit_Assimilator,P2_Unit_Forge,P2_Unit_Gateway,P2_Unit_Nexus,P2_Unit_PhotonCannon,P2_Unit_Probe,P2_Unit_Pylon,P2_minerals,P2_vespene
310,1440.0,5141.0,5093.0,4-2-1-62848-6-2018-03-08T13-43-57-379,0.0,23.0,18.0,17.0,0.0,0.0,0.0,1.0,17.0,1.0,390.0,0.0,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,0.0,18.0,1.0,85.0,0.0
311,1440.0,4390.0,4607.0,4-2-1-62848-5-2018-03-10T15-44-23-851,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,155.0,0.0,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,0.0,18.0,1.0,80.0,0.0
312,1440.0,5402.0,5102.0,4-2-1-62848-6-2018-03-08T14-29-41-275,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,65.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,85.0,0.0
313,1440.0,3029.0,3047.0,4-2-1-62848-4-2018-03-07T22-04-42-1259,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,17.0,1.0,65.0,0.0,0.0,23.0,16.0,16.0,2.0,1.0,0.0,1.0,0.0,16.0,1.0,175.0,0.0
314,1440.0,3981.0,4064.0,4-2-2-63454-5-2018-03-30T08-17-50-763,0.0,23.0,17.0,16.0,2.0,0.0,1.0,1.0,16.0,1.0,80.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,100.0,0.0
315,1440.0,3698.0,3694.0,4-2-1-62848-5-2018-03-10T15-46-22-425,0.0,23.0,16.0,16.0,0.0,1.0,0.0,1.0,16.0,2.0,220.0,0.0,0.0,23.0,17.0,17.0,1.0,0.0,1.0,1.0,0.0,17.0,1.0,145.0,0.0
316,1440.0,4614.0,4602.0,4-2-1-62848-6-2018-03-08T14-39-32-605,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,80.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,85.0,0.0
317,1440.0,3236.0,0.0,4-2-1-62848-4-2018-03-07T22-08-43-372,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,18.0,1.0,75.0,0.0,0.0,23.0,17.0,16.0,1.0,0.0,1.0,1.0,0.0,15.0,1.0,165.0,24.0
318,1440.0,3835.0,3848.0,4-2-1-62848-5-2018-03-10T15-49-15-678,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,80.0,0.0,0.0,23.0,17.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,2.0,55.0,0.0
319,1440.0,4950.0,4694.0,4-2-1-62848-6-2018-03-08T14-48-32-405,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,18.0,1.0,170.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,55.0,0.0
320,1440.0,3834.0,3774.0,4-2-2-63454-5-2018-03-30T08-28-40-464,0.0,23.0,17.0,17.0,1.0,0.0,1.0,1.0,17.0,1.0,190.0,0.0,0.0,23.0,18.0,17.0,1.0,1.0,1.0,1.0,0.0,17.0,1.0,20.0,0.0
321,1440.0,3063.0,3077.0,4-2-1-62848-4-2018-03-07T22-21-32-348,0.0,23.0,16.0,16.0,0.0,0.0,1.0,1.0,16.0,1.0,280.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,85.0,0.0
322,1440.0,4224.0,4761.0,4-2-2-63454-5-2018-03-30T08-32-42-255,0.0,23.0,17.0,16.0,0.0,1.0,0.0,1.0,16.0,2.0,170.0,0.0,0.0,15.0,15.0,15.0,0.0,0.0,0.0,1.0,0.0,15.0,1.0,525.0,0.0
323,1440.0,5461.0,4660.0,4-2-1-62848-6-2018-03-08T14-58-17-914,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,130.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,105.0,0.0
324,1440.0,2782.0,2985.0,4-2-1-62848-4-2018-03-07T22-35-47-219,0.0,23.0,16.0,15.0,0.0,0.0,1.0,1.0,15.0,1.0,220.0,0.0,0.0,23.0,17.0,16.0,1.0,0.0,1.0,1.0,0.0,16.0,1.0,220.0,0.0
325,1440.0,3719.0,3692.0,4-2-1-62848-5-2018-03-10T15-56-02-778,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,18.0,1.0,65.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,135.0,0.0
326,1440.0,2761.0,3001.0,4-2-1-62848-4-2018-03-07T22-40-29-230,0.0,23.0,17.0,16.0,0.0,0.0,2.0,1.0,16.0,1.0,10.0,0.0,0.0,23.0,17.0,16.0,0.0,0.0,1.0,1.0,0.0,16.0,1.0,160.0,0.0
327,1440.0,4761.0,3945.0,4-2-2-63454-5-2018-03-30T08-46-31-700,0.0,23.0,18.0,17.0,0.0,1.0,0.0,1.0,17.0,1.0,225.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,65.0,0.0
328,1440.0,4503.0,4572.0,4-2-1-62848-6-2018-03-08T15-04-48-526,0.0,23.0,17.0,16.0,1.0,0.0,1.0,1.0,16.0,1.0,100.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,55.0,0.0
329,1440.0,0.0,3004.0,4-2-1-62848-4-2018-03-07T22-53-08-586,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,16.0,1.0,160.0,32.0,0.0,23.0,17.0,16.0,1.0,0.0,1.0,1.0,0.0,16.0,1.0,160.0,0.0
330,1440.0,3921.0,3861.0,4-2-1-62848-5-2018-03-10T16-15-46-345,0.0,23.0,17.0,16.0,1.0,0.0,2.0,1.0,16.0,1.0,75.0,0.0,0.0,23.0,17.0,16.0,1.0,0.0,1.0,1.0,0.0,16.0,1.0,180.0,0.0
331,1440.0,3697.0,3639.0,4-2-2-63454-5-2018-03-30T08-49-08-733,0.0,23.0,12.0,12.0,0.0,1.0,0.0,1.0,12.0,2.0,340.0,0.0,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,0.0,18.0,1.0,125.0,0.0
332,1440.0,3680.0,3659.0,4-2-1-62848-5-2018-03-10T16-16-58-173,0.0,23.0,17.0,16.0,1.0,1.0,0.0,1.0,16.0,1.0,160.0,0.0,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,0.0,18.0,1.0,150.0,0.0
333,1440.0,5246.0,5083.0,4-2-1-62848-6-2018-03-08T15-12-02-640,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,40.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,65.0,0.0
334,1440.0,4244.0,4431.0,4-2-1-62848-5-2018-03-10T16-22-07-387,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,105.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,85.0,0.0
335,1440.0,3406.0,3364.0,4-2-1-62848-4-2018-03-07T23-01-11-872,0.0,23.0,18.0,17.0,0.0,0.0,1.0,1.0,17.0,1.0,165.0,0.0,0.0,23.0,16.0,15.0,0.0,1.0,0.0,1.0,0.0,15.0,1.0,240.0,0.0
336,1440.0,4111.0,4186.0,4-2-2-63454-5-2018-03-30T08-49-12-264,0.0,23.0,17.0,16.0,1.0,0.0,0.0,1.0,16.0,1.0,350.0,0.0,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,0.0,17.0,1.0,95.0,0.0
337,1440.0,4614.0,4406.0,4-2-1-62848-5-2018-03-10T17-05-40-386,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,125.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,55.0,0.0
338,1440.0,4796.0,4973.0,4-2-1-62848-6-2018-03-08T15-36-54-694,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,110.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,120.0,0.0
339,1440.0,3331.0,0.0,4-2-1-62848-4-2018-03-07T23-05-30-388,0.0,23.0,17.0,16.0,0.0,1.0,0.0,1.0,16.0,1.0,265.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,65.0,0.0
340,1440.0,4130.0,4761.0,4-2-2-63454-5-2018-03-30T09-03-18-959,0.0,23.0,18.0,17.0,0.0,1.0,0.0,1.0,17.0,2.0,135.0,0.0,0.0,23.0,17.0,17.0,1.0,1.0,1.0,1.0,0.0,17.0,1.0,60.0,0.0
341,1440.0,3629.0,0.0,4-2-1-62848-5-2018-03-10T17-15-26-1084,0.0,23.0,17.0,16.0,2.0,0.0,1.0,1.0,16.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,1440.0,4887.0,0.0,4-2-1-62848-6-2018-03-08T16-03-38-894,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,1440.0,5091.0,5371.0,4-2-1-62848-6-2018-03-08T22-44-36-183,0.0,23.0,18.0,17.0,1.0,0.0,2.0,1.0,17.0,1.0,20.0,0.0,0.0,23.0,15.0,15.0,0.0,0.0,1.0,1.0,0.0,15.0,1.0,240.0,0.0
344,1440.0,4088.0,4133.0,4-2-2-63454-5-2018-03-30T14-01-01-536,0.0,23.0,17.0,16.0,2.0,0.0,1.0,1.0,16.0,1.0,35.0,20.0,0.0,23.0,17.0,16.0,2.0,0.0,1.0,1.0,0.0,16.0,1.0,115.0,0.0
345,1440.0,6021.0,6243.0,4-2-1-62848-6-2018-03-08T23-58-37-740,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,100.0,0.0,0.0,23.0,19.0,18.0,1.0,0.0,2.0,1.0,0.0,18.0,1.0,25.0,0.0
346,1440.0,3387.0,3396.0,4-2-1-62848-4-2018-03-07T23-09-13-1104,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,120.0,0.0,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,0.0,18.0,1.0,155.0,0.0
347,1440.0,4118.0,4401.0,4-2-2-63454-5-2018-03-30T14-01-41-555,0.0,23.0,17.0,16.0,1.0,0.0,1.0,1.0,16.0,1.0,175.0,0.0,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,0.0,17.0,1.0,155.0,0.0
348,1440.0,4064.0,4073.0,4-2-1-62848-5-2018-03-10T18-40-51-286,0.0,23.0,18.0,18.0,1.0,0.0,2.0,1.0,18.0,1.0,40.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,25.0,0.0
349,1440.0,3392.0,0.0,4-2-2-63454-5-2018-03-30T14-11-15-308,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,17.0,1.0,100.0,0.0,0.0,23.0,17.0,16.0,1.0,0.0,1.0,1.0,0.0,16.0,2.0,50.0,0.0
350,1440.0,4718.0,4249.0,4-2-1-62848-5-2018-03-10T18-57-39-497,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,100.0,0.0,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,0.0,18.0,1.0,85.0,0.0
351,1440.0,3678.0,3597.0,4-2-2-63454-5-2018-03-30T14-19-38-213,0.0,23.0,17.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,85.0,0.0,0.0,23.0,18.0,17.0,0.0,0.0,0.0,1.0,0.0,17.0,3.0,150.0,0.0
352,1440.0,3229.0,3164.0,4-2-1-62848-4-2018-03-07T23-30-23-340,0.0,15.0,12.0,12.0,0.0,0.0,0.0,1.0,12.0,0.0,745.0,0.0,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,0.0,17.0,1.0,75.0,0.0
353,1440.0,4470.0,4436.0,4-2-1-62848-6-2018-03-09T00-07-28-1068,0.0,23.0,17.0,16.0,1.0,0.0,1.0,1.0,16.0,1.0,50.0,0.0,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,0.0,18.0,1.0,75.0,0.0
354,1440.0,3574.0,3587.0,4-2-2-63454-5-2018-03-30T14-27-50-357,0.0,23.0,17.0,16.0,2.0,0.0,1.0,1.0,16.0,1.0,70.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,105.0,0.0
355,1440.0,4008.0,3967.0,4-2-1-62848-5-2018-03-10T18-58-52-285,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,90.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,55.0,0.0
356,1440.0,3501.0,3713.0,4-2-1-62848-4-2018-03-07T23-44-41-271,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,17.0,1.0,140.0,0.0,0.0,23.0,17.0,16.0,1.0,0.0,1.0,1.0,0.0,16.0,1.0,240.0,0.0
357,1440.0,0.0,3881.0,4-2-1-62848-5-2018-03-10T18-59-43-304,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,35.0,0.0,0.0,31.0,17.0,16.0,1.0,0.0,1.0,1.0,0.0,16.0,2.0,90.0,0.0
358,1440.0,3289.0,3220.0,4-2-1-62848-4-2018-03-07T23-58-40-108,0.0,23.0,17.0,17.0,1.0,0.0,1.0,1.0,17.0,1.0,185.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,80.0,0.0
359,1440.0,4129.0,4344.0,4-2-2-63454-5-2018-03-30T14-35-05-566,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,80.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,60.0,0.0
360,1440.0,3195.0,3278.0,4-2-1-62848-4-2018-03-08T00-04-03-542,0.0,23.0,18.0,17.0,1.0,1.0,0.0,1.0,17.0,1.0,170.0,0.0,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,0.0,17.0,1.0,50.0,0.0
361,1440.0,3884.0,3889.0,4-2-1-62848-5-2018-03-10T19-12-59-525,0.0,23.0,18.0,17.0,1.0,0.0,2.0,1.0,17.0,1.0,45.0,0.0,0.0,23.0,18.0,18.0,2.0,0.0,1.0,1.0,0.0,18.0,1.0,130.0,0.0
362,1440.0,4216.0,4007.0,4-2-2-63454-5-2018-03-30T14-36-13-156,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,15.0,0.0,0.0,23.0,18.0,17.0,0.0,1.0,0.0,1.0,0.0,17.0,1.0,120.0,0.0
363,1440.0,5076.0,4803.0,4-2-1-62848-6-2018-03-09T00-09-03-788,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,90.0,0.0,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,0.0,18.0,1.0,155.0,0.0
364,1440.0,3738.0,0.0,4-2-1-62848-5-2018-03-10T19-21-03-350,0.0,23.0,17.0,16.0,2.0,0.0,1.0,1.0,16.0,1.0,115.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,105.0,0.0
365,1440.0,4287.0,4260.0,4-2-2-63454-5-2018-03-30T14-57-47-867,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,70.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,75.0,0.0
366,1440.0,5177.0,4842.0,4-2-1-62848-6-2018-03-09T00-10-14-137,0.0,23.0,16.0,16.0,0.0,1.0,0.0,1.0,16.0,2.0,190.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,50.0,0.0
367,1440.0,3156.0,3362.0,4-2-1-62848-4-2018-03-08T00-26-31-1258,0.0,23.0,18.0,17.0,1.0,1.0,1.0,1.0,17.0,1.0,15.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,115.0,0.0
368,1440.0,3924.0,4052.0,4-2-1-62848-5-2018-03-10T19-26-37-632,0.0,23.0,16.0,16.0,1.0,1.0,0.0,1.0,16.0,1.0,150.0,0.0,0.0,23.0,15.0,15.0,0.0,1.0,0.0,1.0,0.0,15.0,2.0,260.0,0.0
369,1440.0,4002.0,4075.0,4-2-2-63454-5-2018-03-30T14-59-03-123,0.0,23.0,17.0,16.0,2.0,0.0,1.0,1.0,16.0,1.0,80.0,0.0,0.0,23.0,17.0,17.0,0.0,1.0,0.0,1.0,0.0,17.0,3.0,55.0,0.0
370,1440.0,6133.0,6073.0,4-2-1-62848-6-2018-03-09T00-12-14-428,0.0,23.0,19.0,18.0,0.0,1.0,0.0,1.0,18.0,1.0,235.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,150.0,0.0
371,1440.0,4401.0,4374.0,4-2-1-62848-5-2018-03-10T19-27-02-112,0.0,23.0,18.0,17.0,0.0,1.0,0.0,1.0,17.0,2.0,55.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,78.0,0.0
372,1440.0,4065.0,4119.0,4-2-2-63454-5-2018-03-30T15-00-33-582,0.0,23.0,18.0,18.0,1.0,0.0,1.0,1.0,18.0,1.0,170.0,0.0,0.0,23.0,17.0,16.0,1.0,0.0,1.0,1.0,0.0,15.0,1.0,155.0,16.0
373,1440.0,4789.0,5091.0,4-2-1-62848-6-2018-03-09T00-17-01-439,0.0,23.0,19.0,18.0,1.0,0.0,2.0,1.0,18.0,1.0,0.0,0.0,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,0.0,18.0,1.0,100.0,0.0
374,1440.0,4846.0,4723.0,4-2-1-62848-6-2018-03-09T00-52-49-704,0.0,23.0,16.0,15.0,1.0,0.0,1.0,1.0,15.0,1.0,170.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,50.0,0.0
375,1440.0,3752.0,0.0,4-2-2-63454-5-2018-03-30T15-02-58-717,0.0,23.0,18.0,17.0,1.0,0.0,2.0,1.0,17.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,1440.0,4332.0,4117.0,4-2-1-62848-5-2018-03-10T19-28-19-1400,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,90.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,135.0,0.0
377,1440.0,4876.0,4778.0,4-2-1-62848-6-2018-03-09T01-35-54-555,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,80.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,90.0,0.0
378,1440.0,3225.0,3197.0,4-2-1-62848-4-2018-03-08T00-33-15-874,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,70.0,0.0,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,0.0,17.0,1.0,125.0,0.0
379,1440.0,5063.0,5168.0,4-2-1-62848-6-2018-03-09T02-50-34-383,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,75.0,0.0,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,0.0,18.0,1.0,90.0,0.0
380,1440.0,3755.0,3788.0,4-2-1-62848-5-2018-03-10T20-48-09-347,0.0,23.0,17.0,16.0,2.0,0.0,1.0,1.0,14.0,1.0,80.0,36.0,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,0.0,18.0,1.0,70.0,0.0
381,1440.0,3942.0,3978.0,4-2-1-62848-4-2018-03-08T00-34-43-420,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,18.0,2.0,50.0,0.0,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,0.0,18.0,1.0,85.0,0.0
382,1440.0,4706.0,4568.0,4-2-1-62848-6-2018-03-09T13-05-36-452,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,30.0,0.0,0.0,23.0,18.0,17.0,1.0,0.0,2.0,1.0,0.0,17.0,1.0,25.0,0.0
383,1440.0,3685.0,3691.0,4-2-2-63454-5-2018-03-30T17-50-09-763,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,75.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,80.0,0.0
384,1440.0,5692.0,4236.0,4-2-1-62848-5-2018-03-10T20-56-53-610,0.0,23.0,17.0,17.0,1.0,0.0,1.0,1.0,17.0,1.0,235.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,45.0,0.0
385,1440.0,4891.0,5111.0,4-2-1-62848-6-2018-03-09T13-26-50-303,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,115.0,0.0,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,0.0,18.0,1.0,100.0,0.0
386,1440.0,3861.0,3761.0,4-2-1-62848-5-2018-03-10T21-28-40-164,0.0,23.0,18.0,18.0,1.0,0.0,1.0,1.0,18.0,1.0,10.0,0.0,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,0.0,17.0,1.0,140.0,0.0
387,1440.0,0.0,3981.0,4-2-2-63454-5-2018-03-30T18-03-38-799,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,75.0,0.0,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,0.0,18.0,1.0,155.0,0.0
388,1440.0,5084.0,5102.0,4-2-1-62848-6-2018-03-09T14-51-40-818,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,50.0,0.0,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,0.0,17.0,1.0,95.0,0.0
389,1440.0,0.0,3764.0,4-2-1-62848-5-2018-03-10T21-31-34-551,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,65.0,0.0,0.0,23.0,17.0,17.0,1.0,0.0,1.0,1.0,0.0,17.0,1.0,230.0,0.0
390,1440.0,3139.0,3085.0,4-2-1-62848-4-2018-03-08T01-29-57-1424,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,17.0,1.0,130.0,0.0,0.0,23.0,17.0,16.0,0.0,0.0,1.0,1.0,0.0,16.0,1.0,255.0,0.0
391,1440.0,3756.0,3744.0,4-2-2-63454-5-2018-03-30T18-06-55-216,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,18.0,1.0,150.0,0.0,0.0,23.0,17.0,16.0,2.0,0.0,1.0,1.0,0.0,16.0,1.0,45.0,0.0
392,1440.0,4476.0,4372.0,4-2-1-62848-5-2018-03-10T21-41-07-255,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,18.0,1.0,130.0,0.0,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,0.0,17.0,1.0,105.0,0.0
393,1440.0,5421.0,5864.0,4-2-1-62848-6-2018-03-09T15-40-02-460,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,100.0,0.0,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,0.0,18.0,1.0,105.0,0.0
394,1440.0,4557.0,4451.0,4-2-1-62848-5-2018-03-10T21-58-54-116,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,17.0,1.0,155.0,0.0,0.0,23.0,17.0,16.0,0.0,1.0,0.0,1.0,0.0,16.0,3.0,65.0,0.0
395,1440.0,4166.0,4239.0,4-2-2-63454-5-2018-03-30T18-07-15-570,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,45.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,130.0,0.0
396,1440.0,3615.0,0.0,4-2-1-62848-5-2018-03-10T22-12-22-214,0.0,23.0,17.0,16.0,1.0,0.0,1.0,1.0,16.0,1.0,150.0,0.0,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,0.0,17.0,1.0,95.0,0.0
397,1440.0,0.0,0.0,4-2-1-62848-4-2018-03-08T01-41-13-612,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,17.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,1440.0,4310.0,4355.0,4-2-2-63454-5-2018-03-30T18-08-40-466,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,50.0,0.0,0.0,23.0,17.0,16.0,1.0,0.0,1.0,1.0,0.0,16.0,1.0,210.0,0.0
399,1440.0,4704.0,4929.0,4-2-1-62848-6-2018-03-09T15-41-22-788,0.0,23.0,18.0,17.0,0.0,0.0,0.0,1.0,17.0,1.0,395.0,0.0,0.0,23.0,17.0,16.0,2.0,0.0,1.0,1.0,0.0,16.0,1.0,60.0,0.0
400,1440.0,3666.0,3780.0,4-2-1-62848-5-2018-03-10T22-25-32-1144,0.0,23.0,18.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,95.0,0.0,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,0.0,17.0,1.0,165.0,0.0
401,1440.0,3723.0,3777.0,4-2-2-63454-5-2018-03-30T18-11-37-258,0.0,23.0,17.0,16.0,2.0,0.0,1.0,1.0,16.0,1.0,40.0,0.0,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,0.0,18.0,1.0,155.0,0.0
402,1440.0,4216.0,4202.0,4-2-2-63454-5-2018-03-30T18-12-41-292,0.0,23.0,18.0,17.0,2.0,0.0,1.0,1.0,17.0,1.0,60.0,0.0,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,0.0,17.0,1.0,160.0,0.0
403,1440.0,6690.0,5755.0,4-2-1-62848-6-2018-03-09T15-57-03-422,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,18.0,1.0,95.0,0.0,0.0,23.0,19.0,18.0,2.0,0.0,1.0,1.0,0.0,18.0,1.0,75.0,0.0
404,1440.0,3919.0,3907.0,4-2-1-62848-5-2018-03-10T22-32-02-318,0.0,23.0,18.0,17.0,1.0,0.0,1.0,1.0,16.0,1.0,145.0,0.0,0.0,23.0,19.0,18.0,1.0,0.0,1.0,1.0,0.0,18.0,1.0,135.0,0.0
