,0Frame_id,0Replay_id,P1_HasSpotted_Adept,P1_HasSpotted_AdeptPhaseShift,P1_HasSpotted_Archon,P1_HasSpotted_Assimilator,P1_HasSpotted_Carrier,P1_HasSpotted_Colossus,P1_HasSpotted_CyberneticsCore,P1_HasSpotted_DarkShrine,P1_HasSpotted_DarkTemplar,P1_HasSpotted_Disruptor,P1_HasSpotted_DisruptorPhased,P1_HasSpotted_FleetBeacon,P1_HasSpotted_Forge,P1_HasSpotted_Gateway,P1_HasSpotted_HighTemplar,P1_HasSpotted_Immortal,P1_HasSpotted_Interceptor,P1_HasSpotted_Mothership,P1_HasSpotted_Nexus,P1_HasSpotted_Observer,P1_HasSpotted_ObserverSurveillanceMode,P1_HasSpotted_Oracle,P1_HasSpotted_Phoenix,P1_HasSpotted_PhotonCannon,P1_HasSpotted_Probe,P1_HasSpotted_Pylon,P1_HasSpotted_RoboticsBay,P1_HasSpotted_RoboticsFacility,P1_HasSpotted_Sentry,P1_HasSpotted_ShieldBattery,P1_HasSpotted_Stalker,P1_HasSpotted_Stargate,P1_HasSpotted_StasisTrap,P1_HasSpotted_Tempest,P1_HasSpotted_TemplarArchive,P1_HasSpotted_TwilightCouncil,P1_HasSpotted_VoidRay,P1_HasSpotted_WarpGate,P1_HasSpotted_WarpPrism,P1_HasSpotted_WarpPrismPhasing,P1_HasSpotted_Zealot,P2_HasSpotted_Adept,P2_HasSpotted_AdeptPhaseShift,P2_HasSpotted_Archon,P2_HasSpotted_Assimilator,P2_HasSpotted_Carrier,P2_HasSpotted_Colossus,P2_HasSpotted_CyberneticsCore,P2_HasSpotted_DarkShrine,P2_HasSpotted_DarkTemplar,P2_HasSpotted_Disruptor,P2_HasSpotted_DisruptorPhased,P2_HasSpotted_FleetBeacon,P2_HasSpotted_Forge,P2_HasSpotted_Gateway,P2_HasSpotted_HighTemplar,P2_HasSpotted_Immortal,P2_HasSpotted_Interceptor,P2_HasSpotted_Nexus,P2_HasSpotted_Observer,P2_HasSpotted_ObserverSurveillanceMode,P2_HasSpotted_Oracle,P2_HasSpotted_Phoenix,P2_HasSpotted_PhotonCannon,P2_HasSpotted_Probe,P2_HasSpotted_Pylon,P2_HasSpotted_RoboticsBay,P2_HasSpotted_RoboticsFacility,P2_HasSpotted_Sentry,P2_HasSpotted_ShieldBattery,P2_HasSpotted_Stalker,P2_HasSpotted_Stargate,P2_HasSpotted_StasisTrap,P2_HasSpotted_Tempest,P2_HasSpotted_TemplarArchive,P2_HasSpotted_TwilightCouncil,P2_HasSpotted_VoidRay,P2_HasSpotted_WarpGate,P2_HasSpotted_WarpPrism,P2_HasSpotted_WarpPrismPhasing,P2_HasSpotted_Zealot,P2_HasSpotted_Mothership
0,17280,4-2-1-62848-5-2018-03-26T05-07-33-959,0,0,0,4,0,0,1,2,0,0,0,0,3,8,0,0,0,0,4,0,0,0,0,6,14,9,0,2,0,3,10,0,0,0,2,2,0,9,0,0,3,0,0,0,7,4,0,1,0,0,0,0,1,1,2,0,2,0,4,0,0,1,10,2,23,9,0,0,2,2,1,2,0,0,0,0,0,1,0,0,2,0
1,17280,4-4-1-66668-4-2018-07-24T22-34-58-1174,0,0,0,4,0,0,1,0,8,0,0,0,0,2,0,0,0,0,2,5,0,1,10,0,13,5,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,1,0,0,0,0,0,1,4,0,0,0,4,0,0,0,0,10,21,6,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2,17280,4-2-1-62848-6-2018-03-16T03-41-47-820,0,0,4,5,0,0,1,0,0,0,0,0,0,2,0,3,0,0,5,1,0,0,0,1,25,10,0,1,2,11,9,0,0,0,0,1,0,0,0,0,1,0,0,6,6,0,0,1,0,0,0,0,0,0,4,0,0,0,3,2,0,0,0,0,36,12,0,1,3,5,5,0,0,0,1,2,0,7,1,0,10,0
3,17280,4-2-1-62848-6-2018-03-08T16-03-38-894,0,0,0,5,0,0,1,0,0,0,0,1,1,3,0,0,0,0,3,0,0,0,0,0,34,11,0,0,0,2,7,2,0,0,1,1,0,5,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,15,0,17,7,0,1,0,1,0,2,0,0,0,0,0,0,0,0,3,0
4,17280,4-2-1-62848-4-2018-03-18T10-42-52-1054,0,0,4,6,0,0,1,0,0,0,0,0,1,2,0,0,0,0,3,1,0,0,6,2,22,8,0,0,0,1,4,0,0,0,0,0,6,0,0,0,15,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,24,7,0,0,0,1,24,0,0,0,0,1,0,0,0,0,1,0
5,17280,4-5-1-67344-4-2018-08-30T11-38-27-1184,0,0,0,4,0,0,1,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,17,8,0,1,0,3,14,0,0,0,0,1,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,1,22,12,0,1,0,4,15,2,0,0,0,1,8,2,0,0,5,0
6,17280,4-6-2-69232-5-2018-11-02T18-46-26-1196,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,8,0,21,2,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,5,1,0,0,3,0,0,0,0,0,26,5,0,1,0,3,5,0,0,0,0,1,0,3,0,0,0,0
7,17280,4-3-1-65094-4-2018-05-20T12-56-51-848,0,0,2,6,0,0,2,0,0,0,0,0,1,7,0,4,0,0,4,1,0,0,0,0,29,12,0,1,4,10,10,2,0,0,2,0,0,6,1,0,5,0,0,5,3,0,0,1,0,1,0,0,0,0,1,0,3,0,3,1,0,0,0,1,25,7,0,1,1,2,1,0,0,0,0,0,0,4,0,0,27,0
8,17280,4-3-2-65384-4-2018-06-19T06-05-31-841,0,0,0,6,0,0,1,0,0,0,0,1,1,2,0,0,0,0,3,0,0,0,9,4,21,8,0,1,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,2,2,0,0,0,4,1,0,0,20,2,30,8,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
9,17280,4-4-1-66668-4-2018-07-31T00-13-56-1101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,20,15,0,0,0,7,2,0,0,0,0,0,0,8,0,0,6,0,0,1,2,0,0,1,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,1,8,7,0,0,0,0,8,0,0,0,1,1,0,6,0,0,4,0
10,17280,4-4-1-66668-4-2018-07-30T14-28-09-1601,0,0,0,4,0,0,1,0,0,0,0,0,1,2,0,5,0,0,3,1,0,0,1,3,25,8,0,1,8,0,9,0,0,0,0,1,0,2,0,0,5,0,0,0,5,1,0,0,0,0,2,1,0,0,2,0,6,6,4,0,0,0,0,0,42,7,0,0,0,1,0,1,0,0,0,0,0,2,0,0,9,0
11,17280,4-4-1-66668-5-2018-07-23T15-19-10-816,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,9,5,0,2,1,4,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,13,3,0,0,5,0,10,0,0,0,0,0,2,0,0,0,3,0
12,17280,4-2-2-63454-4-2018-03-31T16-03-28-1238,0,0,0,2,0,0,1,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,18,5,0,1,0,2,11,0,0,0,0,1,0,1,0,0,1,0,0,2,4,0,0,1,0,0,0,0,0,1,5,1,2,0,3,1,0,0,0,1,27,8,0,1,1,1,5,1,0,0,1,1,0,0,0,0,0,0
13,17280,4-6-2-69232-4-2018-11-04T05-27-07-883,0,0,4,4,0,0,1,0,0,0,0,0,2,3,1,1,0,0,4,0,0,0,0,5,14,8,0,1,0,2,3,0,0,0,1,1,0,1,0,0,7,0,0,0,4,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,13,1,24,11,0,0,2,1,5,2,0,0,0,0,2,1,0,0,0,0
14,17280,4-6-1-68195-4-2018-09-22T19-16-07-847,0,0,0,3,0,0,1,0,0,0,0,0,1,7,0,3,0,0,2,1,0,0,0,1,20,8,0,1,7,1,8,0,0,0,0,1,0,3,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,2,29,11,0,0,0,2,0,0,0,0,0,0,0,2,0,0,13,0
15,17280,4-6-1-68195-5-2018-10-10T08-52-59-1307,2,0,0,5,0,0,2,0,0,0,0,0,1,3,4,4,0,0,5,0,0,0,0,0,25,17,0,1,2,11,10,0,0,0,1,1,0,8,1,0,0,0,0,4,2,0,0,2,1,0,0,0,0,0,2,0,0,0,3,0,0,0,1,0,27,11,0,0,2,1,12,1,0,0,2,1,0,4,0,0,3,0
16,17280,4-5-1-67344-5-2018-09-04T08-02-50-1867,0,0,0,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,11,32,18,0,0,0,8,1,1,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,13,2,0,0,0,1,18,0,0,0,0,0,0,0,0,1,0,0
17,17280,4-3-2-65384-5-2018-06-18T14-19-15-1026,0,0,0,5,0,0,2,1,0,0,0,0,1,4,0,1,0,0,3,0,0,0,0,2,32,7,0,1,0,1,18,0,0,0,0,1,0,5,1,0,20,0,0,5,3,0,0,2,0,0,0,0,0,0,1,0,4,0,2,0,0,0,7,0,28,12,0,0,1,3,12,1,0,0,0,0,0,3,0,1,0,0
18,17280,4-4-1-66668-5-2018-07-20T09-28-06-912,0,0,0,4,0,0,1,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,4,10,10,0,1,0,2,8,0,0,0,1,1,0,3,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,3,0,0,0,4,0,0,0,7,0,37,14,0,1,0,3,4,3,0,0,0,0,0,0,0,0,13,0
19,17280,4-6-2-69232-5-2018-10-31T21-13-09-1363,0,0,0,4,0,0,1,0,0,0,0,0,1,2,0,0,0,0,3,0,0,2,0,5,19,5,0,0,0,2,2,2,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,1,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,4,27,5,0,0,1,0,28,0,0,0,0,1,0,2,0,1,1,0
20,17280,4-4-1-66668-5-2018-07-29T23-01-32-923,0,0,0,6,0,3,1,0,0,0,0,0,1,1,0,2,0,0,6,0,0,0,0,4,41,18,1,1,0,5,21,0,0,0,1,2,0,5,1,0,3,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,3,0,16,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,29,0
21,17280,4-6-2-69232-5-2018-11-10T22-35-51-888,0,0,5,6,0,0,1,0,1,0,0,0,0,3,1,1,0,0,3,1,0,1,1,1,36,11,0,0,0,1,13,1,1,0,1,0,0,2,1,0,15,3,0,8,5,0,0,1,0,0,0,0,0,1,0,0,2,0,4,0,0,0,1,3,37,15,0,1,4,6,1,2,0,0,2,0,0,10,0,0,14,0
