,0Frame_id,0Replay_id,P1_HasSpotted_Adept,P1_HasSpotted_AdeptPhaseShift,P1_HasSpotted_Archon,P1_HasSpotted_Assimilator,P1_HasSpotted_Carrier,P1_HasSpotted_Colossus,P1_HasSpotted_CyberneticsCore,P1_HasSpotted_DarkShrine,P1_HasSpotted_DarkTemplar,P1_HasSpotted_Disruptor,P1_HasSpotted_DisruptorPhased,P1_HasSpotted_FleetBeacon,P1_HasSpotted_Forge,P1_HasSpotted_Gateway,P1_HasSpotted_HighTemplar,P1_HasSpotted_Immortal,P1_HasSpotted_Interceptor,P1_HasSpotted_Mothership,P1_HasSpotted_Nexus,P1_HasSpotted_Observer,P1_HasSpotted_ObserverSurveillanceMode,P1_HasSpotted_Oracle,P1_HasSpotted_Phoenix,P1_HasSpotted_PhotonCannon,P1_HasSpotted_Probe,P1_HasSpotted_Pylon,P1_HasSpotted_RoboticsBay,P1_HasSpotted_RoboticsFacility,P1_HasSpotted_Sentry,P1_HasSpotted_ShieldBattery,P1_HasSpotted_Stalker,P1_HasSpotted_Stargate,P1_HasSpotted_StasisTrap,P1_HasSpotted_Tempest,P1_HasSpotted_TemplarArchive,P1_HasSpotted_TwilightCouncil,P1_HasSpotted_VoidRay,P1_HasSpotted_WarpGate,P1_HasSpotted_WarpPrism,P1_HasSpotted_WarpPrismPhasing,P1_HasSpotted_Zealot,P2_HasSpotted_Adept,P2_HasSpotted_AdeptPhaseShift,P2_HasSpotted_Archon,P2_HasSpotted_Assimilator,P2_HasSpotted_Carrier,P2_HasSpotted_Colossus,P2_HasSpotted_CyberneticsCore,P2_HasSpotted_DarkShrine,P2_HasSpotted_DarkTemplar,P2_HasSpotted_Disruptor,P2_HasSpotted_DisruptorPhased,P2_HasSpotted_FleetBeacon,P2_HasSpotted_Forge,P2_HasSpotted_Gateway,P2_HasSpotted_HighTemplar,P2_HasSpotted_Immortal,P2_HasSpotted_Interceptor,P2_HasSpotted_Nexus,P2_HasSpotted_Observer,P2_HasSpotted_ObserverSurveillanceMode,P2_HasSpotted_Oracle,P2_HasSpotted_Phoenix,P2_HasSpotted_PhotonCannon,P2_HasSpotted_Probe,P2_HasSpotted_Pylon,P2_HasSpotted_RoboticsBay,P2_HasSpotted_RoboticsFacility,P2_HasSpotted_Sentry,P2_HasSpotted_ShieldBattery,P2_HasSpotted_Stalker,P2_HasSpotted_Stargate,P2_HasSpotted_StasisTrap,P2_HasSpotted_Tempest,P2_HasSpotted_TemplarArchive,P2_HasSpotted_TwilightCouncil,P2_HasSpotted_VoidRay,P2_HasSpotted_WarpGate,P2_HasSpotted_WarpPrism,P2_HasSpotted_WarpPrismPhasing,P2_HasSpotted_Zealot,P2_HasSpotted_Mothership
0,19440,4-2-1-62848-5-2018-03-26T05-07-33-959,0,0,0,4,0,0,1,1,0,0,0,0,2,8,0,0,0,0,3,0,0,0,0,6,14,7,0,1,0,2,1,0,0,0,1,1,0,0,0,1,4,0,0,0,10,4,0,2,0,0,0,0,2,2,2,0,1,0,4,1,0,1,10,2,19,22,0,5,0,2,0,4,0,0,0,0,0,6,0,0,2,0
1,19440,4-4-1-66668-4-2018-07-24T22-34-58-1174,0,0,0,4,0,0,1,0,27,0,0,0,0,2,0,0,0,0,2,5,0,0,10,0,13,5,0,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,5,8,0,0,1,0,0,0,0,0,1,4,4,2,0,5,0,0,0,0,18,41,15,0,1,0,5,11,0,0,0,0,0,0,0,0,0,0,0
2,19440,4-2-1-62848-6-2018-03-08T16-03-38-894,0,0,4,5,0,0,1,0,0,0,0,1,1,3,0,0,0,0,3,0,0,0,0,2,24,11,0,0,0,2,7,2,0,0,1,1,0,5,0,0,18,0,0,0,7,4,0,1,0,0,0,0,0,0,2,0,0,40,4,0,0,0,14,0,17,10,0,1,0,1,2,2,0,0,0,0,0,0,0,0,19,0
3,19440,4-2-1-62848-4-2018-03-18T10-42-52-1054,0,0,4,6,0,0,1,0,0,0,0,0,1,2,0,0,0,0,3,1,0,0,6,2,21,8,0,0,0,1,4,0,0,0,0,0,6,0,0,0,20,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,5,0,3,0,0,0,0,0,20,7,0,0,0,1,28,0,0,0,0,1,0,0,0,0,1,0
4,19440,4-5-1-67344-4-2018-08-30T11-38-27-1184,0,0,0,4,0,0,1,1,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,17,8,0,1,0,3,14,0,0,0,0,1,0,1,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,19,11,0,1,0,3,15,2,0,0,0,1,8,2,0,0,5,0
5,19440,4-6-2-69232-5-2018-11-02T18-46-26-1196,0,0,0,4,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,11,1,21,6,0,0,0,5,6,1,0,0,0,0,0,3,0,0,0,0,0,3,6,0,0,1,0,0,0,0,0,1,5,0,1,0,3,0,0,0,0,4,33,10,0,1,0,3,0,0,0,0,1,1,0,2,0,0,0,0
6,19440,4-4-1-66668-4-2018-07-31T00-13-56-1101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,20,8,0,0,0,4,2,0,0,0,0,0,0,5,0,0,6,0,0,1,2,0,0,1,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,1,8,7,0,0,0,0,7,0,0,0,1,1,0,6,0,0,4,0
7,19440,4-4-1-66668-4-2018-07-30T14-28-09-1601,0,0,0,8,0,4,2,0,0,0,0,0,2,2,0,7,0,0,4,1,0,0,0,4,34,12,0,3,8,0,19,0,0,0,0,1,0,6,0,0,11,0,0,0,5,2,0,0,0,0,2,0,0,0,3,0,5,0,3,0,0,0,0,6,46,8,0,0,0,1,0,1,0,0,0,0,0,3,0,0,9,1
8,19440,4-2-2-63454-4-2018-03-31T16-03-28-1238,0,0,3,9,0,0,2,0,0,0,0,0,0,7,0,0,0,0,4,1,0,0,0,3,43,14,0,2,0,8,12,0,0,0,0,2,0,4,1,0,1,0,0,2,4,0,0,1,0,0,0,0,0,1,5,0,2,0,3,1,0,0,0,1,26,8,0,1,1,1,5,1,0,0,1,1,0,0,0,0,0,0
9,19440,4-6-2-69232-4-2018-11-04T05-27-07-883,0,0,1,4,0,0,1,0,0,0,0,0,2,3,0,0,0,0,4,0,0,0,0,5,12,8,0,1,0,2,0,0,0,0,1,1,0,1,0,0,4,0,0,0,7,0,0,1,0,0,0,0,0,1,2,0,0,0,3,0,0,0,13,3,43,12,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,1
